Data_Venda,Produto,Categoria,Quantidade_Vendida,Preço,Receita,Região
2023-03-30,Carrinho,Brinquedos,21,97.1,2039.1,Norte
2023-08-29,Câmera,Eletrônicos,11,272.4,2996.3999999999996,Norte
2023-01-31,Boneca,Brinquedos,14,274.32,3840.48,Norte
2023-03-03,Mesa,Móveis,20,434.26,8685.2,Sul
2023-05-20,Tablet,Eletrônicos,7,237.78,1664.46,Norte
2023-01-29,Estante,Móveis,14,180.94,2533.16,Oeste
2023-02-22,Carne,Alimentos,43,313.64,13486.519999999999,Leste
2023-02-11,Sofá,Móveis,20,488.49,9769.8,Oeste
2023-02-22,Carrinho,Brinquedos,47,494.41,23237.27,Sul
2023-01-15,Quebra-Cabeça,Brinquedos,6,242.08,1452.48,Sul
2023-04-17,Blocos de Montar,Brinquedos,26,476.84,12397.84,Norte
2023-03-18,Estante,Móveis,38,295.48,11228.240000000002,Leste
2023-08-07,Smartphone,Eletrônicos,46,462.57,21278.22,Norte
2023-02-16,Feijão,Alimentos,26,324.45,8435.699999999999,Norte
2023-12-02,Boneca,Brinquedos,20,420.74,8414.8,Oeste
2023-06-20,Câmera,Eletrônicos,30,46.18,1385.4,Norte
2023-08-02,Mesa,Móveis,38,10.27,390.26,Leste
2023-06-05,Feijão,Alimentos,24,248.14,5955.36,Sul
2023-02-27,Sapato,Roupas,9,482.25,4340.25,Oeste
2023-10-16,Sapato,Roupas,43,203.09,8732.87,Norte
2023-03-28,Calça,Roupas,1,206.84,206.84,Norte
2023-01-04,Smartphone,Eletrônicos,1,327.63,327.63,Oeste
2023-10-12,Tablet,Eletrônicos,15,394.94,5924.1,Sul
2023-06-02,Mesa,Móveis,29,181.01,5249.29,Norte
2023-08-28,Cadeira,Móveis,1,439.61,439.61,Norte
2023-06-06,Calça,Roupas,18,43.16,776.8799999999999,Oeste
2023-12-28,Câmera,Eletrônicos,47,273.32,12846.039999999999,Leste
2023-06-10,Câmera,Eletrônicos,4,20.6,82.4,Norte
2023-09-23,Arroz,Alimentos,7,337.82,2364.74,Oeste
2023-05-14,Câmera,Eletrônicos,19,121.25,2303.75,Leste
2023-07-10,Sofá,Móveis,12,488.35,5860.200000000001,Sul
2023-01-06,Camisa,Roupas,33,457.3,15090.9,Norte
2023-08-04,Calça,Roupas,3,18.01,54.03,Norte
2023-06-12,Blocos de Montar,Brinquedos,40,175.16,7006.4,Leste
2023-04-13,Sofá,Móveis,14,494.42,6921.88,Sul
2023-10-25,Sapato,Roupas,2,230.83,461.66,Leste
2023-11-22,Boneca,Brinquedos,24,196.85,4724.4,Oeste
2023-12-01,Câmera,Eletrônicos,23,205.21,4719.83,Leste
2023-09-11,Sofá,Móveis,36,76.83,2765.88,Oeste
2023-11-22,Câmera,Eletrônicos,14,139.7,1955.7999999999997,Leste
2023-08-15,Boneca,Brinquedos,41,82.3,3374.2999999999997,Leste
2023-07-26,Jaqueta,Roupas,30,248.89,7466.7,Oeste
2023-11-19,Smartphone,Eletrônicos,19,362.96,6896.24,Sul
2023-09-12,Estante,Móveis,41,356.57,14619.369999999999,Leste
2023-11-28,Tablet,Eletrônicos,49,123.4,6046.6,Sul
2023-02-22,Carrinho,Brinquedos,17,414.73,7050.41,Norte
2023-03-15,Calça,Roupas,13,124.17,1614.21,Leste
2023-11-19,Smartphone,Eletrônicos,22,116.08,2553.7599999999998,Leste
2023-09-04,Laptop,Eletrônicos,46,105.93,4872.780000000001,Leste
2023-05-08,Cadeira,Móveis,7,429.06,3003.42,Sul
2023-01-21,Feijão,Alimentos,7,282.84,1979.8799999999999,Leste
2023-02-11,Carne,Alimentos,15,206.29,3094.35,Leste
2023-11-02,Jaqueta,Roupas,38,346.35,13161.300000000001,Sul
2023-03-17,Quebra-Cabeça,Brinquedos,12,286.95,3443.3999999999996,Oeste
2023-03-22,Estante,Móveis,36,456.91,16448.760000000002,Oeste
2023-10-04,Tablet,Eletrônicos,23,42.82,984.86,Sul
2023-10-11,Câmera,Eletrônicos,16,400.82,6413.12,Norte
2023-08-26,Frutas,Alimentos,46,432.53,19896.379999999997,Oeste
2023-06-18,Mesa,Móveis,45,234.2,10539.0,Oeste
2023-12-06,Calça,Roupas,29,475.17,13779.93,Leste
2023-07-05,Sapato,Roupas,10,251.48,2514.7999999999997,Oeste
2023-11-24,Laptop,Eletrônicos,47,123.32,5796.04,Leste
2023-07-12,Tablet,Eletrônicos,4,354.39,1417.56,Sul
2023-08-06,Sofá,Móveis,47,377.79,17756.13,Norte
2023-06-29,Camisa,Roupas,16,419.86,6717.76,Norte
2023-03-15,Boneca,Brinquedos,38,329.83,12533.539999999999,Sul
2023-11-11,Laptop,Eletrônicos,6,277.79,1666.7400000000002,Leste
2023-09-06,Carrinho,Brinquedos,40,113.68,4547.200000000001,Oeste
2023-05-17,Laptop,Eletrônicos,8,409.39,3275.12,Sul
2023-09-26,Estante,Móveis,8,346.69,2773.52,Sul
2023-12-31,Tablet,Eletrônicos,44,314.03,13817.32,Norte
2023-12-03,Quebra-Cabeça,Brinquedos,45,429.56,19330.2,Norte
2023-05-18,Laptop,Eletrônicos,3,469.91,1409.73,Leste
2023-01-23,Smartphone,Eletrônicos,18,123.39,2221.02,Oeste
2023-06-02,Arroz,Alimentos,24,391.28,9390.72,Sul
2023-01-08,Câmera,Eletrônicos,49,52.39,2567.11,Leste
2023-04-17,Camisa,Roupas,36,152.12,5476.32,Leste
2023-12-04,Smartphone,Eletrônicos,8,188.33,1506.64,Oeste
2023-10-02,Arroz,Alimentos,28,202.2,5661.599999999999,Oeste
2023-07-20,Mesa,Móveis,47,465.81,21893.07,Sul
2023-10-19,Cadeira,Móveis,2,111.96,223.92,Leste
2023-07-21,Blocos de Montar,Brinquedos,6,495.98,2975.88,Leste
2023-10-18,Boneca,Brinquedos,20,374.7,7494.0,Sul
2023-07-10,Smartphone,Eletrônicos,9,355.67,3201.03,Norte
2023-07-21,Jaqueta,Roupas,6,203.23,1219.3799999999999,Oeste
2023-11-20,Câmera,Eletrônicos,43,460.17,19787.31,Oeste
2023-07-07,Quebra-Cabeça,Brinquedos,44,109.39,4813.16,Leste
2023-08-08,Camisa,Roupas,46,465.13,21395.98,Leste
2023-03-02,Jaqueta,Roupas,25,477.63,11940.75,Leste
2023-11-28,Quebra-Cabeça,Brinquedos,13,91.82,1193.6599999999999,Leste
2023-05-26,Arroz,Alimentos,14,254.78,3566.92,Oeste
2023-03-30,Camisa,Roupas,33,111.13,3667.29,Sul
2023-12-20,Boneca,Brinquedos,36,256.87,9247.32,Leste
2023-08-15,Cadeira,Móveis,23,308.31,7091.13,Sul
2023-12-02,Tablet,Eletrônicos,41,66.0,2706.0,Norte
2023-01-27,Frutas,Alimentos,1,289.13,289.13,Norte
2023-05-21,Calça,Roupas,10,65.1,651.0,Sul
2023-02-26,Jaqueta,Roupas,31,323.08,10015.48,Oeste
2023-02-18,Calça,Roupas,29,437.1,12675.900000000001,Norte
2023-07-21,Sofá,Móveis,5,236.44,1182.2,Leste
2023-08-15,Arroz,Alimentos,28,422.87,11840.36,Sul
2023-12-31,Blocos de Montar,Brinquedos,13,308.28,4007.6399999999994,Oeste
2023-07-04,Frutas,Alimentos,45,219.89,9895.05,Sul
2023-08-16,Quebra-Cabeça,Brinquedos,14,431.92,6046.88,Norte
2023-10-11,Mesa,Móveis,42,208.41,8753.22,Leste
2023-02-18,Cadeira,Móveis,18,213.72,3846.96,Oeste
2023-02-22,Carne,Alimentos,18,323.66,5825.88,Norte
2023-09-21,Cadeira,Móveis,1,126.15,126.15,Leste
2023-01-04,Feijão,Alimentos,9,203.69,1833.21,Sul
2023-07-12,Cadeira,Móveis,30,246.14,7384.2,Norte
2023-04-26,Feijão,Alimentos,18,229.21,4125.78,Oeste
2023-01-10,Sofá,Móveis,16,25.78,412.48,Sul
2023-12-03,Feijão,Alimentos,9,106.91,962.1899999999999,Leste
2023-06-02,Smartphone,Eletrônicos,24,494.99,11879.76,Norte
2023-03-24,Calça,Roupas,24,411.81,9883.44,Norte
2023-02-08,Carne,Alimentos,6,493.04,2958.2400000000002,Leste
2023-12-03,Quebra-Cabeça,Brinquedos,41,311.17,12757.970000000001,Leste
2023-01-11,Feijão,Alimentos,24,50.76,1218.24,Oeste
2023-02-24,Frutas,Alimentos,18,356.69,6420.42,Oeste
2023-02-27,Smartphone,Eletrônicos,34,45.69,1553.46,Leste
2023-12-08,Sapato,Roupas,1,475.45,475.45,Oeste
2023-03-14,Carne,Alimentos,8,48.27,386.16,Leste
2023-05-16,Blocos de Montar,Brinquedos,4,10.15,40.6,Sul
2023-06-11,Cadeira,Móveis,34,94.1,3199.3999999999996,Norte
2023-04-17,Feijão,Alimentos,30,123.96,3718.7999999999997,Sul
2023-08-27,Tablet,Eletrônicos,20,364.29,7285.8,Leste
2023-11-07,Mesa,Móveis,34,186.0,6324.0,Sul
2023-10-28,Feijão,Alimentos,15,289.78,4346.7,Norte
2023-03-03,Jaqueta,Roupas,2,219.79,439.58,Leste
2023-09-27,Calça,Roupas,47,336.71,15825.369999999999,Oeste
2023-07-05,Quebra-Cabeça,Brinquedos,9,39.7,357.3,Norte
2023-03-08,Smartphone,Eletrônicos,36,312.81,11261.16,Oeste
2023-07-07,Feijão,Alimentos,3,493.03,1479.09,Norte
2023-01-17,Sofá,Móveis,16,350.3,5604.8,Leste
2023-07-17,Jaqueta,Roupas,48,352.43,16916.64,Norte
2023-05-28,Frutas,Alimentos,5,279.88,1399.4,Sul
2023-01-30,Sapato,Roupas,33,361.78,11938.74,Sul
2023-05-30,Tablet,Eletrônicos,36,324.94,11697.84,Sul
2023-10-10,Boneca,Brinquedos,48,317.61,15245.28,Oeste
2023-03-22,Cadeira,Móveis,16,177.36,2837.76,Leste
2023-01-02,Sapato,Roupas,32,118.14,3780.48,Norte
2023-11-26,Arroz,Alimentos,20,252.05,5041.0,Norte
2023-07-09,Laptop,Eletrônicos,43,223.13,9594.59,Sul
2023-04-01,Estante,Móveis,16,444.08,7105.28,Leste
2023-11-20,Cadeira,Móveis,45,308.07,13863.15,Sul
2023-02-23,Cadeira,Móveis,22,358.4,7884.799999999999,Norte
2023-12-10,Tablet,Eletrônicos,19,110.59,2101.21,Sul
2023-02-23,Mesa,Móveis,5,408.76,2043.8,Leste
2023-08-25,Cadeira,Móveis,6,45.75,274.5,Leste
2023-02-06,Mesa,Móveis,1,130.51,130.51,Oeste
2023-03-28,Carne,Alimentos,27,180.2,4865.4,Leste
2023-01-13,Quebra-Cabeça,Brinquedos,20,116.41,2328.2,Leste
2023-05-06,Estante,Móveis,41,298.71,12247.109999999999,Norte
2023-07-24,Feijão,Alimentos,49,269.95,13227.55,Norte
2023-10-14,Laptop,Eletrônicos,39,133.62,5211.18,Sul
2023-10-27,Mesa,Móveis,37,156.97,5807.89,Leste
2023-02-09,Arroz,Alimentos,42,225.11,9454.62,Sul
2023-04-24,Câmera,Eletrônicos,38,487.18,18512.84,Oeste
2023-07-17,Boneca,Brinquedos,6,454.55,2727.3,Oeste
2023-11-26,Mesa,Móveis,26,169.05,4395.3,Leste
2023-12-06,Mesa,Móveis,41,318.05,13040.050000000001,Oeste
2023-05-03,Tablet,Eletrônicos,39,163.9,6392.1,Norte
2023-08-07,Cadeira,Móveis,17,251.82,4280.94,Sul
2023-10-07,Smartphone,Eletrônicos,39,285.41,11130.990000000002,Norte
2023-04-05,Carrinho,Brinquedos,24,219.54,5268.96,Norte
2023-12-28,Estante,Móveis,9,77.58,698.22,Oeste
2023-11-10,Calça,Roupas,8,118.42,947.36,Oeste
2023-11-23,Blocos de Montar,Brinquedos,49,316.63,15514.869999999999,Norte
2023-06-13,Câmera,Eletrônicos,4,236.27,945.08,Norte
2023-06-22,Tablet,Eletrônicos,28,210.01,5880.28,Sul
2023-02-14,Blocos de Montar,Brinquedos,6,446.1,2676.6000000000004,Norte
2023-01-29,Frutas,Alimentos,38,279.63,10625.94,Oeste
2023-02-24,Carrinho,Brinquedos,25,432.12,10803.0,Oeste
2023-01-04,Tablet,Eletrônicos,32,151.29,4841.28,Norte
2023-03-06,Calça,Roupas,17,209.1,3554.7,Leste
2023-08-14,Camisa,Roupas,20,287.34,5746.799999999999,Norte
2023-11-29,Frutas,Alimentos,35,144.16,5045.599999999999,Oeste
2023-08-18,Feijão,Alimentos,32,113.04,3617.28,Sul
2023-11-05,Cadeira,Móveis,39,94.81,3697.59,Sul
2023-11-06,Arroz,Alimentos,3,407.05,1221.15,Oeste
2023-08-06,Jaqueta,Roupas,28,39.18,1097.04,Sul
2023-09-10,Quebra-Cabeça,Brinquedos,42,103.19,4333.98,Sul
2023-09-15,Blocos de Montar,Brinquedos,44,276.99,12187.560000000001,Norte
2023-06-03,Frutas,Alimentos,22,443.1,9748.2,Leste
2023-06-14,Blocos de Montar,Brinquedos,42,429.26,18028.92,Leste
2023-10-20,Mesa,Móveis,32,426.13,13636.16,Sul
2023-03-27,Smartphone,Eletrônicos,13,287.91,3742.8300000000004,Norte
2023-02-16,Boneca,Brinquedos,14,265.09,3711.2599999999998,Norte
2023-08-12,Boneca,Brinquedos,30,473.93,14217.9,Sul
2023-08-16,Arroz,Alimentos,37,378.11,13990.07,Leste
2023-07-25,Tablet,Eletrônicos,4,241.41,965.64,Leste
2023-08-23,Blocos de Montar,Brinquedos,2,49.73,99.46,Leste
2023-03-30,Jaqueta,Roupas,33,308.07,10166.31,Sul
2023-03-02,Sapato,Roupas,46,212.04,9753.84,Norte
2023-08-18,Smartphone,Eletrônicos,45,28.34,1275.3,Sul
2023-08-05,Jaqueta,Roupas,40,226.16,9046.4,Oeste
2023-04-22,Feijão,Alimentos,38,90.1,3423.7999999999997,Sul
2023-10-22,Blocos de Montar,Brinquedos,34,112.99,3841.66,Sul
2023-12-22,Estante,Móveis,49,413.0,20237.0,Oeste
2023-11-03,Calça,Roupas,28,25.02,700.56,Sul
2023-03-30,Smartphone,Eletrônicos,4,432.96,1731.84,Leste
2023-10-19,Carne,Alimentos,11,287.81,3165.91,Leste
2023-07-29,Calça,Roupas,38,177.5,6745.0,Sul
2023-11-12,Câmera,Eletrônicos,1,383.29,383.29,Norte
2023-02-01,Tablet,Eletrônicos,12,412.04,4944.4800000000005,Sul
2023-03-02,Câmera,Eletrônicos,26,147.95,3846.7,Sul
2023-10-14,Smartphone,Eletrônicos,35,468.07,16382.449999999999,Sul
2023-07-23,Mesa,Móveis,28,116.3,3256.4,Leste
2023-07-06,Jaqueta,Roupas,11,439.21,4831.3099999999995,Sul
2023-10-25,Frutas,Alimentos,25,391.45,9786.25,Sul
2023-05-13,Cadeira,Móveis,10,80.57,805.6999999999999,Oeste
2023-08-09,Smartphone,Eletrônicos,37,80.37,2973.69,Oeste
2023-07-03,Boneca,Brinquedos,42,410.71,17249.82,Oeste
2023-12-31,Feijão,Alimentos,27,490.1,13232.7,Oeste
2023-04-13,Carne,Alimentos,20,268.66,5373.200000000001,Sul
2023-01-29,Cadeira,Móveis,30,275.66,8269.800000000001,Leste
2023-05-18,Quebra-Cabeça,Brinquedos,40,425.91,17036.4,Sul
2023-10-19,Carne,Alimentos,36,284.64,10247.039999999999,Oeste
2023-03-28,Cadeira,Móveis,45,177.06,7967.7,Oeste
2023-08-15,Câmera,Eletrônicos,49,16.9,828.0999999999999,Oeste
2023-08-21,Estante,Móveis,4,281.01,1124.04,Leste
2023-05-31,Smartphone,Eletrônicos,34,87.92,2989.28,Sul
2023-12-13,Arroz,Alimentos,13,37.91,492.8299999999999,Oeste
2023-08-13,Feijão,Alimentos,39,82.81,3229.59,Leste
2023-07-14,Arroz,Alimentos,17,180.19,3063.23,Sul
2023-03-05,Sapato,Roupas,32,60.97,1951.04,Oeste
2023-04-15,Smartphone,Eletrônicos,11,444.83,4893.13,Oeste
2023-01-12,Sapato,Roupas,18,464.14,8354.52,Sul
2023-05-14,Sofá,Móveis,27,158.07,4267.889999999999,Leste
2023-12-18,Quebra-Cabeça,Brinquedos,25,275.6,6890.000000000001,Sul
2023-09-24,Sofá,Móveis,42,412.44,17322.48,Sul
2023-09-10,Camisa,Roupas,26,328.29,8535.54,Leste
2023-01-13,Carrinho,Brinquedos,1,116.63,116.63,Oeste
2023-08-16,Câmera,Eletrônicos,47,291.93,13720.710000000001,Sul
2023-06-29,Mesa,Móveis,9,98.64,887.76,Norte
2023-02-21,Jaqueta,Roupas,6,443.04,2658.2400000000002,Sul
2023-10-30,Carrinho,Brinquedos,34,455.67,15492.78,Leste
2023-09-27,Câmera,Eletrônicos,43,26.78,1151.54,Sul
2023-04-25,Quebra-Cabeça,Brinquedos,32,497.09,15906.88,Norte
2023-05-05,Smartphone,Eletrônicos,44,82.86,3645.84,Norte
2023-02-11,Sapato,Roupas,47,47.04,2210.88,Oeste
2023-12-07,Carne,Alimentos,46,175.67,8080.82,Oeste
2023-11-15,Cadeira,Móveis,8,446.65,3573.2,Sul
2023-12-09,Estante,Móveis,38,490.49,18638.62,Oeste
2023-08-05,Carrinho,Brinquedos,6,291.65,1749.8999999999999,Oeste
2023-01-26,Carrinho,Brinquedos,34,128.74,4377.16,Sul
2023-03-12,Sofá,Móveis,28,84.46,2364.8799999999997,Sul
2023-07-20,Cadeira,Móveis,39,415.06,16187.34,Sul
2023-05-13,Estante,Móveis,26,323.09,8400.34,Leste
2023-12-19,Feijão,Alimentos,15,39.41,591.15,Sul
2023-01-15,Carrinho,Brinquedos,22,225.71,4965.62,Oeste
2023-07-06,Tablet,Eletrônicos,45,32.5,1462.5,Norte
2023-07-15,Boneca,Brinquedos,5,187.12,935.6,Norte
2023-07-30,Smartphone,Eletrônicos,40,19.92,796.8000000000001,Oeste
2023-01-17,Arroz,Alimentos,31,347.38,10768.78,Leste
2023-06-28,Calça,Roupas,30,286.65,8599.5,Leste
2023-08-12,Boneca,Brinquedos,6,179.73,1078.3799999999999,Sul
2023-07-22,Tablet,Eletrônicos,38,373.8,14204.4,Norte
2023-04-21,Frutas,Alimentos,45,311.96,14038.199999999999,Sul
2023-06-17,Sofá,Móveis,5,297.33,1486.6499999999999,Norte
2023-03-16,Boneca,Brinquedos,34,399.71,13590.14,Norte
2023-12-18,Laptop,Eletrônicos,34,105.93,3601.6200000000003,Oeste
2023-04-16,Estante,Móveis,32,169.57,5426.24,Norte
2023-06-28,Tablet,Eletrônicos,43,340.12,14625.16,Oeste
2023-10-27,Camisa,Roupas,39,176.44,6881.16,Oeste
2023-11-10,Quebra-Cabeça,Brinquedos,48,344.28,16525.44,Leste
2023-03-03,Carrinho,Brinquedos,39,458.12,17866.68,Leste
2023-12-07,Arroz,Alimentos,30,256.12,7683.6,Oeste
2023-04-10,Sapato,Roupas,36,400.37,14413.32,Norte
2023-11-22,Cadeira,Móveis,2,193.04,386.08,Oeste
2023-09-22,Frutas,Alimentos,46,354.84,16322.64,Sul
2023-04-18,Sapato,Roupas,26,375.77,9770.02,Norte
2023-03-07,Carrinho,Brinquedos,22,158.07,3477.54,Leste
2023-07-26,Blocos de Montar,Brinquedos,22,15.63,343.86,Oeste
2023-02-21,Sofá,Móveis,18,265.92,4786.56,Sul
2023-10-05,Cadeira,Móveis,1,49.22,49.22,Sul
2023-08-24,Quebra-Cabeça,Brinquedos,12,262.48,3149.76,Norte
2023-12-24,Mesa,Móveis,42,181.17,7609.139999999999,Leste
2023-12-04,Cadeira,Móveis,12,185.74,2228.88,Sul
2023-03-21,Feijão,Alimentos,33,437.31,14431.23,Norte
2023-01-26,Frutas,Alimentos,21,171.79,3607.5899999999997,Norte
2023-04-05,Laptop,Eletrônicos,26,197.29,5129.54,Norte
2023-07-29,Tablet,Eletrônicos,41,269.34,11042.939999999999,Norte
2023-07-03,Camisa,Roupas,14,75.34,1054.76,Oeste
2023-03-09,Jaqueta,Roupas,4,29.98,119.92,Sul
2023-02-11,Arroz,Alimentos,27,298.98,8072.460000000001,Sul
2023-07-01,Boneca,Brinquedos,29,212.4,6159.6,Norte
2023-11-16,Mesa,Móveis,36,211.19,7602.84,Norte
2023-06-08,Mesa,Móveis,40,440.87,17634.8,Norte
2023-05-25,Frutas,Alimentos,18,140.38,2526.84,Norte
2023-09-24,Câmera,Eletrônicos,13,153.87,2000.31,Leste
2023-10-22,Carrinho,Brinquedos,37,328.71,12162.269999999999,Sul
2023-01-31,Frutas,Alimentos,32,179.04,5729.28,Oeste
2023-04-10,Smartphone,Eletrônicos,18,48.23,868.14,Oeste
2023-06-20,Laptop,Eletrônicos,33,303.37,10011.210000000001,Leste
2023-04-24,Câmera,Eletrônicos,9,393.7,3543.2999999999997,Norte
2023-06-19,Smartphone,Eletrônicos,13,157.3,2044.9,Oeste
2023-03-25,Mesa,Móveis,37,203.48,7528.759999999999,Leste
2023-06-05,Calça,Roupas,25,170.15,4253.75,Sul
2023-01-19,Quebra-Cabeça,Brinquedos,6,90.37,542.22,Oeste
2023-04-10,Feijão,Alimentos,2,308.84,617.68,Norte
2023-04-26,Quebra-Cabeça,Brinquedos,10,461.02,4610.2,Leste
2023-08-17,Jaqueta,Roupas,3,83.37,250.11,Sul
2023-08-19,Frutas,Alimentos,28,351.71,9847.88,Norte
2023-12-05,Frutas,Alimentos,8,92.95,743.6,Norte
2023-03-29,Sofá,Móveis,7,149.63,1047.4099999999999,Oeste
2023-07-06,Sapato,Roupas,3,293.34,880.02,Oeste
2023-12-15,Calça,Roupas,44,397.06,17470.64,Sul
2023-01-14,Mesa,Móveis,48,371.51,17832.48,Sul
2023-06-16,Sofá,Móveis,23,25.13,577.99,Oeste
2023-01-29,Camisa,Roupas,31,294.52,9130.119999999999,Oeste
2023-10-22,Sofá,Móveis,8,155.1,1240.8,Norte
2023-06-23,Sapato,Roupas,38,309.9,11776.199999999999,Leste
2023-04-24,Carrinho,Brinquedos,20,276.96,5539.2,Oeste
2023-04-28,Câmera,Eletrônicos,39,280.91,10955.490000000002,Sul
2023-02-07,Mesa,Móveis,31,235.13,7289.03,Leste
2023-02-12,Laptop,Eletrônicos,24,395.69,9496.56,Norte
2023-02-13,Sofá,Móveis,12,481.37,5776.4400000000005,Oeste
2023-06-18,Frutas,Alimentos,31,58.02,1798.6200000000001,Leste
2023-06-07,Feijão,Alimentos,17,293.17,4983.89,Sul
2023-08-19,Sofá,Móveis,18,310.51,5589.18,Leste
2023-09-05,Mesa,Móveis,39,128.67,5018.129999999999,Norte
2023-12-11,Mesa,Móveis,32,496.02,15872.64,Oeste
2023-11-09,Boneca,Brinquedos,30,88.29,2648.7000000000003,Norte
2023-07-26,Arroz,Alimentos,37,459.56,17003.72,Sul
2023-05-30,Feijão,Alimentos,9,11.25,101.25,Oeste
2023-04-16,Sapato,Roupas,11,61.12,672.3199999999999,Norte
2023-12-10,Carne,Alimentos,1,455.14,455.14,Sul
2023-03-02,Frutas,Alimentos,3,203.84,611.52,Sul
2023-08-14,Laptop,Eletrônicos,6,118.47,710.8199999999999,Sul
2023-05-03,Feijão,Alimentos,41,90.82,3723.62,Norte
2023-07-25,Camisa,Roupas,49,193.43,9478.07,Sul
2023-04-17,Sofá,Móveis,6,316.44,1898.6399999999999,Norte
2023-10-11,Cadeira,Móveis,21,330.16,6933.360000000001,Oeste
2023-05-02,Frutas,Alimentos,35,493.85,17284.75,Oeste
2023-07-14,Tablet,Eletrônicos,6,345.15,2070.8999999999996,Leste
2023-11-29,Frutas,Alimentos,25,304.86,7621.5,Sul
2023-03-29,Sofá,Móveis,39,445.45,17372.55,Sul
2023-03-11,Smartphone,Eletrônicos,44,33.33,1466.52,Norte
2023-06-03,Jaqueta,Roupas,45,290.19,13058.55,Oeste
2023-11-19,Frutas,Alimentos,31,392.03,12152.929999999998,Norte
2023-03-22,Sofá,Móveis,46,291.23,13396.580000000002,Oeste
2023-01-30,Estante,Móveis,44,81.31,3577.6400000000003,Leste
2023-01-04,Sapato,Roupas,36,396.55,14275.800000000001,Norte
2023-08-22,Arroz,Alimentos,28,424.21,11877.88,Oeste
2023-05-24,Smartphone,Eletrônicos,44,115.69,5090.36,Leste
2023-12-17,Carrinho,Brinquedos,17,24.94,423.98,Oeste
2023-08-22,Blocos de Montar,Brinquedos,21,436.97,9176.37,Leste
2023-08-15,Camisa,Roupas,43,115.6,4970.8,Oeste
2023-08-26,Carne,Alimentos,18,435.83,7844.94,Sul
2023-05-10,Frutas,Alimentos,34,317.54,10796.36,Oeste
2023-01-17,Sapato,Roupas,12,297.82,3573.84,Leste
2023-09-29,Calça,Roupas,15,261.23,3918.4500000000003,Norte
2023-11-20,Calça,Roupas,34,93.86,3191.24,Oeste
2023-05-05,Frutas,Alimentos,7,443.65,3105.5499999999997,Oeste
2023-07-11,Quebra-Cabeça,Brinquedos,20,367.38,7347.6,Leste
2023-10-11,Laptop,Eletrônicos,48,71.77,3444.96,Sul
2023-06-01,Frutas,Alimentos,22,83.57,1838.54,Leste
2023-01-25,Sapato,Roupas,1,152.26,152.26,Sul
2023-01-19,Estante,Móveis,3,292.63,877.89,Norte
2023-08-14,Laptop,Eletrônicos,30,487.07,14612.1,Sul
2023-12-21,Quebra-Cabeça,Brinquedos,11,251.7,2768.7,Oeste
2023-04-25,Laptop,Eletrônicos,39,140.28,5470.92,Leste
2023-08-30,Câmera,Eletrônicos,11,163.94,1803.34,Oeste
2023-06-15,Camisa,Roupas,31,99.81,3094.11,Oeste
2023-09-09,Câmera,Eletrônicos,12,271.21,3254.5199999999995,Sul
2023-09-03,Cadeira,Móveis,29,166.92,4840.679999999999,Oeste
2023-10-25,Smartphone,Eletrônicos,45,391.17,17602.65,Oeste
2023-02-16,Calça,Roupas,23,453.49,10430.27,Sul
2023-01-13,Tablet,Eletrônicos,48,11.53,553.4399999999999,Sul
2023-08-31,Tablet,Eletrônicos,45,405.98,18269.100000000002,Norte
2023-10-06,Carne,Alimentos,23,344.13,7914.99,Sul
2023-04-21,Boneca,Brinquedos,45,365.78,16460.1,Oeste
2023-03-18,Carrinho,Brinquedos,39,379.64,14805.96,Sul
2023-07-15,Calça,Roupas,19,429.43,8159.17,Norte
2023-10-22,Carne,Alimentos,10,485.57,4855.7,Norte
2023-04-20,Feijão,Alimentos,42,212.23,8913.66,Leste
2023-11-23,Cadeira,Móveis,3,223.34,670.02,Leste
2023-01-31,Sapato,Roupas,46,298.34,13723.64,Sul
2023-03-17,Carrinho,Brinquedos,35,430.2,15057.0,Sul
2023-07-11,Estante,Móveis,24,355.87,8540.880000000001,Oeste
2023-04-28,Quebra-Cabeça,Brinquedos,39,47.62,1857.1799999999998,Sul
2023-04-10,Camisa,Roupas,1,415.77,415.77,Leste
2023-09-16,Cadeira,Móveis,28,177.69,4975.32,Norte
2023-02-27,Frutas,Alimentos,6,344.07,2064.42,Sul
2023-12-05,Carrinho,Brinquedos,9,327.3,2945.7000000000003,Oeste
2023-11-01,Laptop,Eletrônicos,44,265.72,11691.68,Oeste
2023-10-31,Blocos de Montar,Brinquedos,24,69.14,1659.3600000000001,Oeste
2023-07-26,Estante,Móveis,15,279.5,4192.5,Sul
2023-05-12,Estante,Móveis,43,420.87,18097.41,Sul
2023-05-17,Smartphone,Eletrônicos,28,339.4,9503.199999999999,Leste
2023-01-28,Sapato,Roupas,44,452.53,19911.32,Sul
2023-07-28,Blocos de Montar,Brinquedos,40,443.53,17741.199999999997,Sul
2023-10-31,Tablet,Eletrônicos,49,232.61,11397.890000000001,Norte
2023-08-31,Smartphone,Eletrônicos,25,497.02,12425.5,Sul
2023-04-13,Smartphone,Eletrônicos,31,149.47,4633.57,Leste
2023-08-04,Laptop,Eletrônicos,30,221.39,6641.7,Norte
2023-12-07,Câmera,Eletrônicos,27,32.23,870.2099999999999,Leste
2023-02-16,Carne,Alimentos,39,451.55,17610.45,Leste
2023-07-04,Feijão,Alimentos,20,407.06,8141.2,Leste
